,Address,Price,Size,Max_occupancy
2883,33 East 33rd Street - 8th Floor,To ask,"13,027",86
2884,520 West 20th Street - Ground Floor,To ask,"13,334",88
2885,156 5th Avenue - Pethouse,To ask,"15,000",100
2886,150 5th Avenue - 1st Floor,To ask,"15,000",100
2887,53 West 23rd Street - 12th Floor,To ask,"16,909",112
2888,16 Madison Square West - Space,To ask,"17,320",115
2889,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
2890,101 6th Avenue - 13th Floor,To ask,"15,599",103
2891,1250 Broadway - 14th Floor,To ask,"14,096",93
2892,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
2893,460 Park Avenue South - Space,To ask,"15,150",101
2894,175 Varick Street - 7th Floor,To ask,"16,910",112
2895,135 Madison Avenue - 8th Floor,To ask,"14,430",96
2896,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
2897,142 East 31st Street - 1st Floor,To ask,"14,000",93
2898,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
2899,96 Morton Street - 8th Floor,To ask,"15,395",102
2900,96 Morton Street - 6th Floor,To ask,"15,395",102
2901,44 Union Square - 4th Floor,To ask,"15,058",100
2902,44 Union Square - 3rd Floor,To ask,"15,029",100
2903,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
2904,295 5th Avenue - Cellar,To ask,"16,669",111
2905,1245 Broadway Street - 5th Floor,To ask,"15,276",101
2906,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
2907,33 East 33rd Street - 8th Floor,To ask,"13,027",86
2908,520 West 20th Street - Ground Floor,To ask,"13,334",88
2909,156 5th Avenue - Pethouse,To ask,"15,000",100
2910,150 5th Avenue - 1st Floor,To ask,"15,000",100
2911,53 West 23rd Street - 12th Floor,To ask,"16,909",112
2912,16 Madison Square West - Space,To ask,"17,320",115
2913,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
2914,101 6th Avenue - 13th Floor,To ask,"15,599",103
2915,1250 Broadway - 14th Floor,To ask,"14,096",93
2916,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
2917,460 Park Avenue South - Space,To ask,"15,150",101
2918,175 Varick Street - 7th Floor,To ask,"16,910",112
2919,135 Madison Avenue - 8th Floor,To ask,"14,430",96
2920,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
2921,142 East 31st Street - 1st Floor,To ask,"14,000",93
2922,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
2923,96 Morton Street - 8th Floor,To ask,"15,395",102
2924,96 Morton Street - 6th Floor,To ask,"15,395",102
2925,44 Union Square - 4th Floor,To ask,"15,058",100
2926,44 Union Square - 3rd Floor,To ask,"15,029",100
2927,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
2928,295 5th Avenue - Cellar,To ask,"16,669",111
2929,1245 Broadway Street - 5th Floor,To ask,"15,276",101
2930,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
2931,33 East 33rd Street - 8th Floor,To ask,"13,027",86
2932,520 West 20th Street - Ground Floor,To ask,"13,334",88
2933,156 5th Avenue - Pethouse,To ask,"15,000",100
2934,150 5th Avenue - 1st Floor,To ask,"15,000",100
2935,53 West 23rd Street - 12th Floor,To ask,"16,909",112
2936,16 Madison Square West - Space,To ask,"17,320",115
2937,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
2938,101 6th Avenue - 13th Floor,To ask,"15,599",103
2939,1250 Broadway - 14th Floor,To ask,"14,096",93
2940,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
2941,460 Park Avenue South - Space,To ask,"15,150",101
2942,175 Varick Street - 7th Floor,To ask,"16,910",112
2943,135 Madison Avenue - 8th Floor,To ask,"14,430",96
2944,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
2945,142 East 31st Street - 1st Floor,To ask,"14,000",93
2946,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
2947,96 Morton Street - 8th Floor,To ask,"15,395",102
2948,96 Morton Street - 6th Floor,To ask,"15,395",102
2949,44 Union Square - 4th Floor,To ask,"15,058",100
2950,44 Union Square - 3rd Floor,To ask,"15,029",100
2951,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
2952,295 5th Avenue - Cellar,To ask,"16,669",111
2953,1245 Broadway Street - 5th Floor,To ask,"15,276",101
2954,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
2955,33 East 33rd Street - 8th Floor,To ask,"13,027",86
2956,520 West 20th Street - Ground Floor,To ask,"13,334",88
2957,156 5th Avenue - Pethouse,To ask,"15,000",100
2958,150 5th Avenue - 1st Floor,To ask,"15,000",100
2959,53 West 23rd Street - 12th Floor,To ask,"16,909",112
2960,16 Madison Square West - Space,To ask,"17,320",115
2961,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
2962,101 6th Avenue - 13th Floor,To ask,"15,599",103
2963,1250 Broadway - 14th Floor,To ask,"14,096",93
2964,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
2965,460 Park Avenue South - Space,To ask,"15,150",101
2966,175 Varick Street - 7th Floor,To ask,"16,910",112
2967,135 Madison Avenue - 8th Floor,To ask,"14,430",96
2968,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
2969,142 East 31st Street - 1st Floor,To ask,"14,000",93
2970,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
2971,96 Morton Street - 8th Floor,To ask,"15,395",102
2972,96 Morton Street - 6th Floor,To ask,"15,395",102
2973,44 Union Square - 4th Floor,To ask,"15,058",100
2974,44 Union Square - 3rd Floor,To ask,"15,029",100
2975,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
2976,295 5th Avenue - Cellar,To ask,"16,669",111
2977,1245 Broadway Street - 5th Floor,To ask,"15,276",101
2978,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
2979,33 East 33rd Street - 8th Floor,To ask,"13,027",86
2980,520 West 20th Street - Ground Floor,To ask,"13,334",88
2981,156 5th Avenue - Pethouse,To ask,"15,000",100
2982,150 5th Avenue - 1st Floor,To ask,"15,000",100
2983,53 West 23rd Street - 12th Floor,To ask,"16,909",112
2984,16 Madison Square West - Space,To ask,"17,320",115
2985,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
2986,101 6th Avenue - 13th Floor,To ask,"15,599",103
2987,1250 Broadway - 14th Floor,To ask,"14,096",93
2988,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
2989,460 Park Avenue South - Space,To ask,"15,150",101
2990,175 Varick Street - 7th Floor,To ask,"16,910",112
2991,135 Madison Avenue - 8th Floor,To ask,"14,430",96
2992,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
2993,142 East 31st Street - 1st Floor,To ask,"14,000",93
2994,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
2995,96 Morton Street - 8th Floor,To ask,"15,395",102
2996,96 Morton Street - 6th Floor,To ask,"15,395",102
2997,44 Union Square - 4th Floor,To ask,"15,058",100
2998,44 Union Square - 3rd Floor,To ask,"15,029",100
2999,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3000,295 5th Avenue - Cellar,To ask,"16,669",111
3001,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3002,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3003,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3004,520 West 20th Street - Ground Floor,To ask,"13,334",88
3005,156 5th Avenue - Pethouse,To ask,"15,000",100
3006,150 5th Avenue - 1st Floor,To ask,"15,000",100
3007,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3008,16 Madison Square West - Space,To ask,"17,320",115
3009,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3010,101 6th Avenue - 13th Floor,To ask,"15,599",103
3011,1250 Broadway - 14th Floor,To ask,"14,096",93
3012,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3013,460 Park Avenue South - Space,To ask,"15,150",101
3014,175 Varick Street - 7th Floor,To ask,"16,910",112
3015,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3016,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3017,142 East 31st Street - 1st Floor,To ask,"14,000",93
3018,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3019,96 Morton Street - 8th Floor,To ask,"15,395",102
3020,96 Morton Street - 6th Floor,To ask,"15,395",102
3021,44 Union Square - 4th Floor,To ask,"15,058",100
3022,44 Union Square - 3rd Floor,To ask,"15,029",100
3023,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3024,295 5th Avenue - Cellar,To ask,"16,669",111
3025,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3026,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3027,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3028,520 West 20th Street - Ground Floor,To ask,"13,334",88
3029,156 5th Avenue - Pethouse,To ask,"15,000",100
3030,150 5th Avenue - 1st Floor,To ask,"15,000",100
3031,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3032,16 Madison Square West - Space,To ask,"17,320",115
3033,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3034,101 6th Avenue - 13th Floor,To ask,"15,599",103
3035,1250 Broadway - 14th Floor,To ask,"14,096",93
3036,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3037,460 Park Avenue South - Space,To ask,"15,150",101
3038,175 Varick Street - 7th Floor,To ask,"16,910",112
3039,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3040,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3041,142 East 31st Street - 1st Floor,To ask,"14,000",93
3042,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3043,96 Morton Street - 8th Floor,To ask,"15,395",102
3044,96 Morton Street - 6th Floor,To ask,"15,395",102
3045,44 Union Square - 4th Floor,To ask,"15,058",100
3046,44 Union Square - 3rd Floor,To ask,"15,029",100
3047,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3048,295 5th Avenue - Cellar,To ask,"16,669",111
3049,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3050,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3051,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3052,520 West 20th Street - Ground Floor,To ask,"13,334",88
3053,156 5th Avenue - Pethouse,To ask,"15,000",100
3054,150 5th Avenue - 1st Floor,To ask,"15,000",100
3055,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3056,16 Madison Square West - Space,To ask,"17,320",115
3057,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3058,101 6th Avenue - 13th Floor,To ask,"15,599",103
3059,1250 Broadway - 14th Floor,To ask,"14,096",93
3060,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3061,460 Park Avenue South - Space,To ask,"15,150",101
3062,175 Varick Street - 7th Floor,To ask,"16,910",112
3063,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3064,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3065,142 East 31st Street - 1st Floor,To ask,"14,000",93
3066,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3067,96 Morton Street - 8th Floor,To ask,"15,395",102
3068,96 Morton Street - 6th Floor,To ask,"15,395",102
3069,44 Union Square - 4th Floor,To ask,"15,058",100
3070,44 Union Square - 3rd Floor,To ask,"15,029",100
3071,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3072,295 5th Avenue - Cellar,To ask,"16,669",111
3073,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3074,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3075,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3076,520 West 20th Street - Ground Floor,To ask,"13,334",88
3077,156 5th Avenue - Pethouse,To ask,"15,000",100
3078,150 5th Avenue - 1st Floor,To ask,"15,000",100
3079,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3080,16 Madison Square West - Space,To ask,"17,320",115
3081,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3082,101 6th Avenue - 13th Floor,To ask,"15,599",103
3083,1250 Broadway - 14th Floor,To ask,"14,096",93
3084,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3085,460 Park Avenue South - Space,To ask,"15,150",101
3086,175 Varick Street - 7th Floor,To ask,"16,910",112
3087,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3088,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3089,142 East 31st Street - 1st Floor,To ask,"14,000",93
3090,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3091,96 Morton Street - 8th Floor,To ask,"15,395",102
3092,96 Morton Street - 6th Floor,To ask,"15,395",102
3093,44 Union Square - 4th Floor,To ask,"15,058",100
3094,44 Union Square - 3rd Floor,To ask,"15,029",100
3095,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3096,295 5th Avenue - Cellar,To ask,"16,669",111
3097,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3098,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3099,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3100,520 West 20th Street - Ground Floor,To ask,"13,334",88
3101,156 5th Avenue - Pethouse,To ask,"15,000",100
3102,150 5th Avenue - 1st Floor,To ask,"15,000",100
3103,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3104,16 Madison Square West - Space,To ask,"17,320",115
3105,16 West 22nd Street - 6th Floor - Entire 6th Floor Suite,To ask,"13,000",86
3106,101 6th Avenue - 13th Floor,To ask,"15,599",103
3107,1250 Broadway - 14th Floor,To ask,"14,096",93
3108,475 Park Avenue South - 2nd Floor,To ask,"16,225",108
3109,460 Park Avenue South - Space,To ask,"15,150",101
3110,175 Varick Street - 7th Floor,To ask,"16,910",112
3111,135 Madison Avenue - 8th Floor,To ask,"14,430",96
3112,161 5th Avenue - 3rd Floor - Partial Suite,To ask,"13,000",86
3113,142 East 31st Street - 1st Floor,To ask,"14,000",93
3114,155 Avenue of the Americas - 7th Floor - The Suite,To ask,"15,473",103
3115,96 Morton Street - 8th Floor,To ask,"15,395",102
3116,96 Morton Street - 6th Floor,To ask,"15,395",102
3117,44 Union Square - 4th Floor,To ask,"15,058",100
3118,44 Union Square - 3rd Floor,To ask,"15,029",100
3119,155 Avenue of the Americas - 14th Floor,To ask,"13,805",92
3120,295 5th Avenue - Cellar,To ask,"16,669",111
3121,1245 Broadway Street - 5th Floor,To ask,"15,276",101
3122,44 West 18th Street - 2nd Floor - Suite 200,To ask,"16,625",110
3123,33 East 33rd Street - 8th Floor,To ask,"13,027",86
3124,520 West 20th Street - Ground Floor,To ask,"13,334",88
3125,156 5th Avenue - Pethouse,To ask,"15,000",100
3126,150 5th Avenue - 1st Floor,To ask,"15,000",100
3127,53 West 23rd Street - 12th Floor,To ask,"16,909",112
3128,16 Madison Square West - Space,To ask,"17,320",115
